,Unnamed: 0,Id,Dirección,Precio,Precio original,Precio actual,Cambio precio,Número cambios precio,Habitaciones,M2,Descripción,Días en venta,Localidad,Fecha,Mes,Tags
71,71,/inmueble/107893659/,"Piso en Calle Zorrilla, Pilas",56000,,,,,3,95,"venta credito hipotecarioactivo sin posesion.compra del crédito en ejecución hipotecaria, compra al contado, no se puede financiar, compra el crédito avalado por esta magnifica vivienda con ascensor y piscina comunitaria, puedes obtener una gran rentabilidad.no se puede visitar el interior del inmueble por su situa",1,Pilas,2025-08-28,Agosto,
72,72,/inmueble/108292322/,"Piso en Calle Sorolla, Pilas",113000,,,,,2,120,"**piso en venta en calle sorolla, pilas**¡descubre tu nuevo hogar en la encantadora calle sorolla, pilas! este espectacular piso es perfecto para familias que buscan comodidad y calidad de vida. situado a solo 200 metros del supermercado cash fresh, tendrás todo lo necesario a tu alcance. la ubicación es ideal, con g",1,Pilas,2025-08-28,Agosto,
73,73,/inmueble/106141165/,"Casa o chalet independiente en dehesa, 13, Pilas",117000,,,,,2,108,"“chalet o casa independiente, pilas”¿quieres una casa cómoda, lista para vivir y donde puedas mudarte de inmediato?bienvenido a villa sueño, un rincón de paraíso en las afueras de pilas donde le espera su gran jardín de 500 m2 ajardinado y arbolado, y una hermosa piscina de 24 m2 filtrada por un nuevo motor de pisc",1,Pilas,2025-08-28,Agosto,
74,74,/inmueble/102396280/,"Piso en Avenida el Aljarafe, 15, Pilas",78000,,,,,1,65,"mantenimiento muy económico, zona muy tranquila y cerca de todos los serviciosposee escrituras y libre de cargas ideal como inversión de alquiler.",1,Pilas,2025-08-28,Agosto,
75,75,/inmueble/84843915/,"Chalet adosado en Avenida Portugal, 24, Pilas",164900,,,,,4,169,"casa adosada en esquina de 2 plantas y 169m2, con 4 habitaciones (3 superior y 1 inferior), 2 baños completos (uno con ducha y otro con bañera), amplia cocina, sala, comedor, espacio de lavandería, amplia plaza de garaje, patio frontal y trasero, con rejas, aire acondicionado/calefacción.",1,Pilas,2025-08-28,Agosto,
76,76,/inmueble/107360491/,"Finca rústica en Camino del Baldío, Pilas",490000,,,,,4,200,"blf-pilasblock ofrecebonita finca de recreo en pilas, zona d paso de hermandades en peregrinación al rocio, 8.000 m2 de terreno, construidos una vivienda de 200m2, distribuidas en 4 dormitorios, dos baños, salón con chimenea, cocina, porches, piscina, jardín, parque infantil, olivar de regadío, la finca se encuentra",1,Pilas,2025-08-28,Agosto,
77,77,/inmueble/93562065/,"Chalet adosado en Calle de la Granaina, 9, Pilas",220000,,,,,3,180,sin descripción,1,Pilas,2025-08-28,Agosto,
78,78,/inmueble/108638918/,Chalet adosado en Pilas,119990,,,,,3,100,"vivienda en pilas sin intermediarios – lista para vivireste chalet adosado de dos plantas no solo destaca por su ubicación tranquila y su excelente distribución, sino por una cocina completamente amueblada que te permitirá instalarte desde el primer día sin preocuparte por reformas ni mobiliario.características pri",1,Pilas,2025-08-28,Agosto,
79,79,/inmueble/105611104/,"Piso en Calle Párroco Vicente Moya, 9, Pilas",139000,,,,,2,115,"magnífico piso en zona centro con garaje y trastero. muy luminoso y aireado, con patio de uso exclusivo. totalmente amueblado, con aire acondicionado/calefacción. calentador eléctrico de última generación (bajo consumo). amplio salón con posibilidad de ampliar una habitación más en la vivienda. particular.",1,Pilas,2025-08-28,Agosto,
80,80,/inmueble/108849561/,"Chalet adosado en Calle Santillán, 21, Pilas",117500,,,,,3,110,"casa adosada con fachada a 2 calles, recién restaurada y pintada, más información no dude en llamar y preguntar sin compromiso…la vivienda está justamente frente a el jamon (antiguo aldi)salón con chimenea3 dormitorios con roperos empotrados.2 bañoscocina con lavaderocochera privada por calle trasera y facha",1,Pilas,2025-08-28,Agosto,
81,81,/inmueble/106562729/,"Casa de pueblo en Calle Blanca Medina, 3, Pilas",65000,,,,,3,79,se vende vivienda en la zona de la cruz en pilas (sevilla). da a dos calles: blanca medina número 3 y paseo de la independencia número 2. posee 97 metros cuadrados aproximadamente.,1,Pilas,2025-08-28,Agosto,
82,82,/inmueble/107800594/,"Casa de pueblo en Niño Dios de las Carreritas, 3, Pilas",150000,,,,,4,294,casa del año 1900 en el centro de la localidad.,1,Pilas,2025-08-28,Agosto,
83,83,/inmueble/101038050/,"Casa o chalet independiente en Calle Obispo Jesús Domínguez, 19, Pilas",101000,,,,,2,224,"casa con parcela grande en una inmejorable ubicación en pleno el centro del pueblo. comunica con dos calles, teniendo la entrada a la vivienda por una calle y la salida del garaje por la otra. tiene un zaguán, tres salas, cocina, una despensa, dos dormitorios, un baño, un aseo, un almacén, dos patios unidos con un pozo",1,Pilas,2025-08-28,Agosto,
84,84,/inmueble/100483871/,"Piso en Calle San Pío X, 10, Pilas",125000,,,,,3,129,"se vende casa en primera planta, (no es bloque de pisos), 3 habitaciones, 2 cocinas, 1 baño, 1 salon comedor, 1 salón trasero, balcón, azotea con trasteros, dispone de a/a, armarios empotrados en las 3 habitaciones, madera en pared de salon principal, cocinas amuebladas, salvaescaleras sin apenas uso. tiene cerca tiend",1,Pilas,2025-08-28,Agosto,
85,85,/inmueble/101437209/,"Estudio en Calle Rodrigo de Triana, 9, Pilas",70000,,,,,2,96,"se venden 2 fantásticos pisos de 48 metros cuadrados cada uno.se venden juntos ya que tienen la posibilidad de convertirlos en un dúplex al estar uno encima del otro.son un bajo y un primero como se puede comprobar en las fotos.es un edificio nuevo, muy tranquilo y en perfecto estado.están completamente amueblados,",1,Pilas,2025-08-28,Agosto,
86,0,/inmueble/108625217/,"Casa o chalet independiente en Calle Dolores López Hernández, Pilas",95000,,,,,3,126,"reserva ahora esta vivienda de 126 m². clikalia gestiona la venta de este casa, situado en pilas. se distribuye en salón y comedor, cocina independiente, 3 dormitorios y 2 baños.cuenta con: trasterosituada en la calle dolores lopez, está cerca de supermercados, farmacias, restaurantes y paradas de autobús.agenda",1,Pilas,2025-08-29,Agosto,
87,1,/inmueble/107940259/,Casa o chalet independiente en Pilas,315000,,,,,5,241,"gran oportunidad de vivir en un gran chalet rodeado de vegetación, naturaleza, vistas despejadas y tranquilidad!estupendo chalet de una planta en parcela rustica de 2.500m2el chalet se distribuye en una sola planta, muy cómodo y se encuentra muy bien distribuido.un amplio porche de entrada nos abre paso. en su in",1,Pilas,2025-08-29,Agosto,
88,2,/inmueble/105841745/,Casa o chalet independiente en Pilas,260000,,,,,4,285,"precioso chalet independiente de esquina en una de las mejores zonas de pilas, muy cerca de la piscina cubierta.el inmueble dispone de 285m2 construidos totales distribuidos en dos plantas más espectacular sótano y azotea.un bonito patio delantero nos abre paso.al entrar, un amplio hall nos distribuye la planta b",1,Pilas,2025-08-29,Agosto,
89,3,/inmueble/104568551/,Cortijo en Pilas,250000,,,,,4,500,"magnífica finca situada en la carretera pilas -villamanrique, a pie de carretera. justo a la salida del pueblo, junto polígono los ventolinescuenta con 2,5 hectáreas aproximadamente, 2 hectáreas de olivos con aproximadamente 320 olivos, y aproximadamente 3.000 m2 de viñas con más de 2.000 cepas. pozo legalizado.la",1,Pilas,2025-08-29,Agosto,
90,4,/inmueble/107474776/,Chalet adosado en Pilas,135000,,,,,3,84,"gran viveinda adosada en pilas, junto plaza de las carreritas.vivienda exterior y muy luminosa, con excelentes calidades, lista para habitar!la casa dispone de 84.96m2 construidos distribuido en dos plantas.un gran patio delantero nos abre paso, en él podrá disfrutar de estupendas comidas al aire libre e incluso",1,Pilas,2025-08-29,Agosto,
91,5,/inmueble/106124758/,Casa o chalet independiente en Pilas,174900,,,,,3,165,"amplia casa de pueblo en pilas, muy cerca de la plaza de la constitución, con fachada hacia dos calles.la vivienda dispone de 165 m² construidos distribuidos en dos plantas y se sitúa sobre una parcela de 301 m².esta propiedad es perfecta para aquellos que buscan amplitud y comodidad.la planta baja se distribuye",1,Pilas,2025-08-29,Agosto,
92,6,/inmueble/106139861/,"Chalet adosado en Calle Lope de Vega, Pilas",190000,,,,,3,208,"credit home aljarafe real estate ofrece magnífica casa reformada en pilas.el inmueble cuenta con 208 metros cuadrados construidos, distribuidos en dos plantas de la siguiente manera:en planta baja tiene hall de entrada con acceso a un gran comedor en el cual se encuentran las escaleras a la planta superior. cuenta",1,Pilas,2025-08-29,Agosto,
93,7,/inmueble/108866980/,"Chalet adosado en Calle Triana, Pilas",120000,,,,,3,86,"credit home real estate le ofrece céntrica vivienda, en pilas.la vivienda dispone de 2 plantas y está distribuida de la siguiente manera:en planta baja tiene aparcamiento en el patio delantero al acceder en la vivienda. tiene un amplio y luminoso salón comedor, aseo, cocina independiente con salida al patio trasero",1,Pilas,2025-08-29,Agosto,
94,8,/inmueble/106161529/,"Chalet adosado en Calle Magallanes, Pilas",145000,,,,,3,124,"financiamos hasta el 100%ménzel, asesores inmobiliarios, te presenta esta espectacular casa adosada ubicada en una de las mejores urbanizaciones de pilas, ideal para quienes buscan comodidad, luminosidad y una excelente ubicación.con un diseño moderno y funcional, esta vivienda se distribuye en dos plantas, ofreci",1,Pilas,2025-08-29,Agosto,
95,9,/inmueble/108636877/,Chalet adosado en Pilas,152000,,,,,3,112,"credit home real estate ofrece magnífica casa reformada en pilas.el inmueble cuenta con 130 metros cuadrados construidos, de los cuales 112 m2 son de vivienda y está distribuida en dos plantas de la siguiente manera:en planta baja tiene puerta de entrada con acceso para un vehículo, hall de entrada con entrada al s",1,Pilas,2025-08-29,Agosto,
96,10,/inmueble/108493712/,"Chalet adosado en Avenida Juan Carlos I, Pilas",95000,,,,,3,140,"credit home real estate le ofrece adosado en pilas.la vivienda tiene una superficie construida según catastro de 140 m2.la casa se encuentra distribuida en dos plantas que se distribuyen de la siguiente manera:planta baja: hall de entrada, salón-comedor, un dormitorio, cocina independiente, cuarto de baño y un ga",1,Pilas,2025-08-29,Agosto,
97,11,/inmueble/104737024/,"Chalet adosado en Calle Cristóbal Colón, 3, Pilas",80000,,,,,4,142,"credit home aljarafe real estate le ofrece adosado en pilas.el inmueble está pendiente de terminar, dispone de dos salones, tres habitaciones, dos cuartos de baño, cocina independiente y terraza.ubicada en las proximidades de la clínica cardiología aljarafe y del organismo provincial de asistencia económica y fisca",1,Pilas,2025-08-29,Agosto,
98,12,/inmueble/108695826/,"Chalet adosado en Calle Blanca Medina, Pilas",65000,,,,,3,83,"credit home real estate le ofrece adosado a reformar en pilas.la vivienda tiene una superficie construida según catastro de 83 m2. cuenta con una sola planta y está distribuida de la siguiente manera:al acceder a la casa tenemos el hall de entrada, dos habitaciones a cada lado del pasillo, salón comedor, cocina ind",1,Pilas,2025-08-29,Agosto,
99,13,/inmueble/106699672/,"Casa o chalet independiente en La dehesa, Pilas",117000,,,,,2,113,"credit home real estate le ofrece venta de chalet rústico en pilas.cuenta con 113 metros cuadrados construidos, de los cuales aproximadamente 65 m2 son de vivienda y el resto destinado a otros usos.casa en planta baja con salón con chimenea y aire acondicionado, cocina americana, dos habitaciones, baño completo con",1,Pilas,2025-08-29,Agosto,
100,14,/inmueble/108335032/,Chalet adosado en Pilas,135000,,,,,3,118,"se vende estupenda vivienda ubicada en el municipio de pilas, en una zona privilegiada muy cerca del centro, de un centro comercial y rodeada de plazas, ideal para familias con hijos.la casa se encuentra en muy buenas condiciones y se distribuye de la siguiente manera: 3 dormitorios (uno de ellos en planta baja)",1,Pilas,2025-08-29,Agosto,
101,15,/inmueble/108300441/,Chalet adosado en Pilas,120000,,,,,3,86,"te presentamos esta encantadora vivienda adosada construida en 2005, situada en una zona tranquila del municipio de pilas. con una distribución cómoda y funcional, es ideal como primera residencia. superficie construida: 86 m² parcela total: 91 m²distribución:planta baja:•amplio salón-comedor con gran lumino",1,Pilas,2025-08-29,Agosto,
102,16,/inmueble/106985421/,"Casa o chalet independiente en Calle de los Gorriones, Pilas",68000,,,,,2,154,"presentamos una propiedad en construcción de 154 m² sobre un solar de 100 m² que dispone de estructura en bruto con instalaciones de luz y agua ya realizadas y totalmente habilitada para construir dos plantas, con escalera instalada. como elementos adicionales incluye rejas y balcones listos para continuar la obra.es",1,Pilas,2025-08-29,Agosto,
103,17,/inmueble/107682573/,"Piso en Calle Marqués de Santillana, Pilas",78000,,,,,1,63,"precioso apartamento/piso de 47 m2 + trastero en el centro de la poblaciónactualmente alquilado. ideal inversores. situado en la población de pilas, a 20 minutos de sevilla capital, con salida a la autovía de sevilla-huelva, y con todos los servicios disponibles: comercios, colegios, transportes públicos, etc.la v",1,Pilas,2025-08-29,Agosto,
104,18,/inmueble/108816128/,"Casa o chalet independiente en Avenida Alcalde Jesús Calderón Moreno, Pilas",95000,,,,,3,119,"¿buscas una casa con encanto, amplitud y buena ubicación?esta casa de pueblo de 87 m² útiles te ofrece la posibilidad de crear el hogar que siempre has soñado. con estancias amplias, techos altos y gran luminosidad, es ideal para reformar a tu gusto y adaptarla a tu estilo de vida.ubicada en una zona tranquila pe",1,Pilas,2025-08-29,Agosto,
105,19,/inmueble/109059603/,Chalet adosado en Pilas,44000,,,,,2,70,"atención inversores. vivienda ocupada. no se puede visitar - compra al contado - no se puede financiar.vivienda unifamiliar adosada de 70 m², según catastro, a la venta en pilas, sevilla.muy bien comunicado por carretera (a-49 y a-474) y transporte público. junto a paradas de autobús que conectan con las líneas m-16",1,Pilas,2025-08-29,Agosto,
